review,rating
Sangat membantu sekali,5
"Pake diskon pengguna baru malah dibatalin sistem padahal order udh 1, diskon pengguna baru nya juga kaga balik",1
pertama pakai,5
Status member saya sudah di platinum mau ke diamon. Tpi kok dihapus iconnnya. Jdi saya tidak bisa lagi lihat status membershipnya. Dasar curang,1
mantap,5
sangat bagus mohon di bayak diskon ny heheheh,5
Saya pesan helm murah banget di toko pedia,5
"Toko yg tidak aktif jangan di munculkan dong, dan pelayanan cs toko selalu lelet, pengirimabnya juga lelet serba lelet nih tokped",1
gk jelas takut rugi. dpt vocer bisa di centang masa gk bisa di gunain. keterangan nya hrs beli menggunakan tanpa vocer. kocak luu,1
admin fee jangan mahal Napa ya.,2
Pesan barang ga nyampe-nyampe tapi tulisannya udah diterima ga jelas banget,1
"Akun saya tiba tiba tidak bisa transaksi, info dari Tokopedia katanya ada kecurangan. Entah kecurangan apa yang saya buat.. padahal saya bayar apa apa ke Tokopedia, dari BPJS, indihome sampe PDAM.. tapi sekarang gak bisa lagi transaksi di Tokopedia.. sudah telpon call center yang jawab voice over, sudah ke tokopedia care jawabannya template dan tidak memberikan solusi,, kalo misalnya perlu pembuktian bahwa saya tidak berbuat curang, saya siap berikan bukti buktinya.",1
aplikasi bagus. saya sering belanja disini.,5
Maaf nih min kenapa selalu ada no verifikasi padahal saya tidak instal tokped dan ga login tokped juga tolong dong min konfirmasi nya,5
semoga bagus selalu,5
"Beli di sini gk pernah dapet gratis ongkirr, aneh bangett.... Manaa ongkir gk ada yg murah lagiii.... 🤦‍♂️",1
go pay mantap,5
"di hape saya tiba tiba nge bug,tolong perbaiki bug nya , padahal saya sering make malah jadi ngebug",1
Mantabbb..,5
Pengembalian saldo refund lama banget disuruh nunggu mulu padahal sudah lewat estimasi pengembalian saldo refund,1
Setelah update selalu force close saat pilih kotak masuk,2
memuaskan,5
bagus dan murah,5
Good,5
Pengiriman lama kalah sama shopee,1
aplikasi bagus aku suka gara gara ini aku rakit pc,5
"coding Sorting dan pencarian di tokopedia ga seenak 2-3 tahun lalu. Sekarang gabisa search pakai kategori terlebih dahulu lalu search judul iklan. Misal saya ketik ""gaming"" itu ga bisa ke kategori sekarang.. Payah. 👎",1
SnK promonya ga jelas bgt min...,1
banyakin promo gratis ongkir nya dan minta tolong buat seller yg slow respon untuk di peringatkan dan di beri sanksi apalagi yang bahasa nya kurang sopan. terima kasih,3
"Sudah hari ke 3, barang saya gk di kirim, seller di chat juga gk ada respon cuma dibaca aja",1
Promo elit Cod sulit,3
sangat puas,5
"Eh tokped gimana sih udh bikin PIN selalu gagal trs, bikin kesel bgt, setiap udh diketik PIN nya selalu tidak valid mulu, trs yg bener PIN nya gimana? Semuanya selalu salah mulu, padahal bru mau pake ni apk.",1
"Kalo ga niat bikin apk mending apus boss,pesanan di batalin mulu",2
"Sejauh ini Tokopedia memuaskan, sering dapet diskon gede, tokonya ORI dan pengiriman tidak terlalu lama. Terimakasih Tokopedia.",5
Respon cs ny kurang cepet + seharus nya di transaksi pengiriman ada nomer kurir nya,1
Aplikasi gajelas. Suruh bikin pin baru tapi gak bisa. Konyol,1
Yg saya cek tagihan gopay later ada di april sebab saya bayar sampai april. Tapi kok ada tagihan gopay later tempat lain? gimana ceritanya? Februari lagi. Apa gopay later ada 2? Cicilan 12 bulan juga sudah tak bisa padahal tadinya bisa. Rasanya mau beralih nanti kalau gitu.,5
Baru update koq di klik malah gk bisa terbuka... malah error muter2,5
"Pesanan saya ketika pake promo dibatalkan terus!! Padahal akun saya hanya 1, kalo masalah alamatnya sama ya saya tinggal di kos pasti alamatnya sama dong dgn banyak org. CFS dichat juga ga bales2. Gaada penjelasan knp pesanan saya dibatalkan, bilangnya hanya ga sesuai S&K. Kalo gini terus saya mending ke aplikasi sebelah yg gak pernah batalin pesanan customer seenaknya!",1
"Masukan untuk team developer TOKOPEDIA , alangkah baiknya kalau dibuatkan rating bintang khusus untuk pengiriman,jadi bkn cuma toko yg pembeli bisa kasih rating tapi pengiriman/ ekspedisi jg bisa diberi rating bintang. Karna selama ini kalau ekspedisi yg selalu lewat estimasi pengiriman maka pembeli akan memberi rating jelek yg berimbas ke seller padahal kesalahan ada di kurir/ekspedisi. Mohon di pertimbangkan.",5
"Setelah update terbaru 24/2/25, ketika buka inbox apk langsung force close. Tolong diperbaiki! Terimkasih.",3
Ko ribet banget ya mau chat ke penjual aja banyak penawaran ini itu,3
bintang 4 dulu yaa,4
Tidak memuaskan udh belinya bayar dulu proses lama dipersulit komplain. Pihak expedisi JNE nya lemot semua. Tolong perbaikan aplikasi nya untuk pembelian yg mau komplain di CS biyar semua bisa membantu pembeli lainya.,1
"Paket nya ngaret terus datengnya, dari dulu sampe sekarang sama aja, saya kira seiring berjalannya waktu ada perubahan ternyata pure sama aja, gini ni yg perlu dievaluasi jangan mentang"" brand nya udah tinggi jadi masa bodoh sama customer"" nya. jujur saya sangat dirugikan soal waktu pengiriman ini, dan respon influencer pun tidak membantu",1
mantapppp,5
mantulllllll,5
Kemudahan belanja online,5
asik banget buat belanja,5
oke oke,5
sangat puas blnj ditokopedia,5
Aplikasi yang saya sesali telah di install dan sbntar lagi akan sy uninstal,1
"Tdk rekomendasi tokped saya chat slow respon dan pengiriman via REK lama di konfirm tdk bisa update posisi barang, dan Rek ekspedisi sampai hampir 1 bulan dg pembanding normal tdk 5 hari sampai dg ekspedisi selain rek. Masukkan ini untuk memperbaiki sistem di tokped. Saran mohn tdk menggunakan jasa kiriman terlalu lama, karena akan merugikan toko",1
Saya sebagai pembeli dirugikan pihak penjual dan saya berusaha hub pihak tokped tp ternyata tokped mengganggap penjual nya yg busuk itu raja pdhl saya memiliki bukti2 kecurangan pihak penjual dan saya meminta pihak tokped untul menghubungi saya.mereka menghubungi saya dan pada saat saya angkat lgsg dimatikan telpon nya oleh petugas ny kemudian menyalahkan pihak pembeli tdk angkat telpon.Saya punya bukti telpon tsb bukan misscall tetapi dimatikan oleh pihak tokped.sekedar berbagi info dgn yg lain,1
jir gak bisa masuk,1
Geratis ongkir ny kmn,1
"Tolong untuk 2 kalinya pembayaran pulsa dan listrik menggunakan bca virtual account itu gagal , dan kalau pengembalian uang jgn 1 X 24 jam karena belum tentu orang itu ada uang untuk membayarnya lagi",2
"Ini KEJADIAN BELI HP DI ETALASE SESEORANG SELER DI TOKOPEDIA. 30 AGUSTUS 2024.SAAT INI 1 MARET 2025. HINGGA SEKARANG KLEN TIDAK BALIKKAN DUITKU YG SUDAH KUBAYAR Rp 813.784 sudah kubayar. Walau barang gak klen kirim, harapan akan di balikkan. Ternyata setelah klen beri jawaban menunggu & menunggu selama 6 bulan ini dari asuransi yg gak jelas itu. Sekarang jawaban klen kleimanku ditolak. Padahal jelas aku gak terima barang itu. Kurir pengembali barang dilakukan jne.Pelaku barang hilang. Bagaimana",1
"Puas banget pesenan selalu amanah pengirimannya cepat banget, sering² kasi diskon besar²an tokopedia😁😍",5
Saya akan sering sering berbelanja di Tokopedia 🥰🥰,5
"DANA REKSA SAYA GA MASUK2 SAMPAI HARI INI,, DARI TAHUN LALU DISURUH CEK SECARA BERKALA TERUS,, SESUAI INFORMASINYA TANGGAL 28 FEBRUARI KMREN TERAKHIR,, SKRG UDH TANGGAL 1 MARET, HARUSNYA UDH MASUK,, TP BELUM JG,, TOLONG DONK INI GMANA,,",1
kebanyakan potongan dan bunga nya...,1
"Toped sekarang lemot, kalah sm shopee",1
saya kasih bintang 5 dulu,4
"promonya gak jelas sdh dibayar tiba"" dibatalkan sistem dengan alasan gak sesuai alhasil penarikan dana ruwet sisa saldo gak bisa diambil dan pengembalian dana gak full masih kepotong biaya penanganan beda sama aplikasi lain full refund",1
"Ini gimana sih, barang yang saya terima rusak, ajukan pengembalian dana dan barang milih yang di pick up g diambil"", malah pesanan diselesaikan sepihak sama Tokopedia, ke customer care nya g ada solusi Pelayanan macam apa, saya pikir platform ini lebih baik daripada sebelah ternyata lebih parah",1
Sayah cukup puas,5
TOPED kereeeennnn...👍🏻,5
Tdak bisa untuk COD,2
"setiap mau co selalu aja ada bacaan promo tidak berlaku,padahal masih berlaku",2
Baik baik,3
"Saya merasa ditipu & difitnah ketika setiap melakukan pesanan COD dengan gimmick diskon pengguna baru & gratis ongkir yang membuat harganya turun jauh selalu saja ada masalah pengiriman seperti ""pembatalan sistem"" atau ""kurir menganggap saya menolak pesanan yang datang, lalu direturn"" padahal kurir tidak pernah datang walaupun statusnya sedang mengantar pesanan. Saya melihat balasan developer & jawaban itu tidak berguna karna saya harus menyelesaikan mandiri/bisa komplain maksimal menunggu waktu",1
"Aplikasi ini bagus banget dan aku mau terimakasih sama Tokopedia soalnya di toko ini banyak potongan harga yg besar dan gratis ongkir beneran gk seperti app sebelah katanya gratis ongkir tapi ngak ada , dan aku minta lebih banyak fitur bayar cod dan sekian terimakasih 💚💚💚💚💚",5
Banyak sekali promo di Tokopedia,5
"tolong beri opsi seller tuk bisa blockir follower yang bisanya report ga jelas,dan juga tolong pihak tokopedia juga banned akun yang suka report jika laporannya tidak terbukti/berulang",1
bagus,4
"Opsi pengiriman otomatisnya jangan jne kak, sering rusak kalau ngak tidak sampai, kan kasian yang jual jadi rugi",3
alhamdulillah jadi mudah. sering terbantu oleh apk satu ini.,5
"ongkir gak wajar 👎🏻 mahal banget, khususnya dari jawa ke kalimantan. pindah ke shopee aja dh",1
mantul,5
Tokopedia tidak tidak ragu,5
Bagus bet,5
"TOKOPEDIA THE BEST BGT POKONYAAA, SERING DISKON GEDE'ANN SUMPAH ASLI BAHKAN AKUU SERING DAPET BARANG MURCE & GRATIS ONGKIR BERKALI' MANTAPPPP LAH POKONYA MA, MINUSNYAA KADANGG GABISAA COD SIEE TP SUKAA BGTTT SM TOKPED, I LOVE TOKOPEDIA 🫰🏻🫰🏻🫰🏻🫰🏻🫰🏻🫰🏻",5
mantap,5
Sangat banyak diskon tidak gampang ngelek🧢🧢🧢,5
sukaaaa,5
"Seneng banget bisa belanja disini, karena aplikasinya simpel dan banyak voucer belanjanya juga. Udah pake apk ini lebih dari 2 tahun dan gak mengecewakan deh(*^▽^)/★*☆♪",5
Apk ini sangat banyak membantu saya,5
Pantes ga berkembang. Saham turun terus. Belanja 80rb aja ga dapet gratis ongkir. Gimana pada mau beli dimari,1
mantab,5
bagus,5
Ini peluang usaha sendiri dan pasti proses menghasilkan cuan,5
Gak layak pakek,1
Semoga saya bisa di undang tokopedia,5
pokoknya ok semua,5
"bagus banget, sering dapat potongan harga nya",5
Tokopedia terbaik love forever,5
iya,1
Kenapa akun bisa logout sendiri ya?? tolong hilangkan ekpedisi sicepat... jasa kirim sicepat gak efisien telalu lama.. sttus paket sllu terhenti tak jelas sampai dimana .. itu sangat² merugikan dan merepotkan costumer,1
"Selalu ada selalu bisa, hanya di tokopedia!",5
"Saya ksh ranting 5,top pokoknya toko pedia",5
belanja online yg terpercaya,5
bagus,5
"aplikasinya sangat berguna, banyak diskon juga",5
ok,5
"bgs si cmn giliran dpt diskon bnyk langsung dibilang ""dibatalkan sistem"" dih gamau rugi bgt pdhl lagi butuh brgnya mana diskonny jdi ilang lgi apalh kalo ga niat ngasi tu gausah iming²in org oy, ongkirnya jg bg kasian yg diluar pulau jawa kita malah lebih bnyk bayar ongkir dripd barangny, ya sejauh ini si bgs cmn kecewa bgt",2
"Sebelumnya ada menu COD di akun saya. Tapi setelah saya menolak pesanan yang waktu itu saya pesan Magic com di tiktok yang datang malah Silicon hp. Harus nya pihak Tokopedia menyalahkan toko,,bukan Menu COD saya di hilangkan.",1
proses cepat..,5
Semakin kesini nggak tambah baik malah parah,1
Habis cod sekali GK bisa cod lagi gimna sih,5
Hystories chat tolong pulihkan. Banyak hystories penting. Buat search jg g nemu jadinya.,3
diskon nyaa 🤤,5
Tulisan nya sih bisa cod giliran pilih metode pembayaran cod ga bisa,2
"Sangat kecewa sih sama aplikasi ini. Beda banget sama aplikasi sebelah yang respon dan proses transaksinya sangat cepat. Transaksi gagal, saldo sih kembali, tetapi tarik saldo ke rekening proses sangat lama 2x24 jam. Huh buruk sekali. Padahal aplikasi oren hanya hitungan detik. Sempat jadi yang terbaik tapi tertinggal jauh dengan toko sebelah, sangat tidak merekomendasikan aplikasi ini.",1
bagus,5
"apk nya anehhh bgggttt, ktanya bisa codd tp gabisaaaa, knp sih hal hal kecil kaya gini harus bohongg??",1
Masa pas udah mau co vouchernya tiba2 ilang kek setan,1
bagus kali,5
tokopedia sekarang makin jelek,2
"Beli token listrik, tapi kode voucher gak keluar keluar. Uang jadi mengendap Karena status menunggu. Beralih ke aplikasi rival beli sampe 3 kali kode voucher token langsung keluar. Berarti yang salah siapa disini?? Tolong kalau memang tidak bisa proses langsung batalkan...",1
KEBIJAKAN YANG SALAH.. AKUN GOLD KENA BANNED ASAL.. LAMA2 PINDAH KE OREN SEMUA,1
mudah mudahan bermanfaat,5
"Heran makin kesini makin mahal, Ama pelanggan lama malah jadi pelit, Saya Langganan plus dari awal ada , Skrng udh gk worth it, Harga langganan plus makin mahal, Diskon ongkirnya makin gk jelas, Diskon 30k tapi ongkirnya jadi makin mahal 33k Jadinya tetep bayar 3k Padahal pake akun lain ongkirnya di bawah 30k Aneh gk jelas Vocer potongan harga pun gk jelas , g ada yg bisa di pake Gofoodnya apa lgi Dahlah Cabut aja lah",1
Bintang 1 saja kebanyakan,1
MANTAP,5
"Anehhh SAYA BELI DI TOKO PEDIA, BAYAR PAKE KREDIVO CICILAN, TERUS D BATALIN OLEH SISTEM, TAPI LIMIT KREDIVO SUDAH KEPOTONG DAN SUDAH ADA LIST TAGIHAN NYA, 5 MENIT KEMUDIA ADA NOTIFIKASI DANA REFUND MASUK KE TOKO PEDIA BUKAN NYA KE KREDIVO BIAR TAGIHAN NYA ILANG... TOLONG BANTU SAYAAA PLEASEEEEE!!!!",1
"KECEWA BERATT, DI OPSI PEMBAYARAN ADA QRIS. GILIRAN DIPAKE TERUS UDAH TRANSAKSI MALAH DIBATALKAN SM SISTEMNYA. GAJELAS! TERLALU RIBET, JRG ADA VOUCHER GRATONG! AU AH MLS",2
Sangat mudah bertransaksi... 🩷🩷🩷,5
"Kenapa ga bisa bayar pakai dana,gagal memuat terus😫",1
bagus banget asli,5
goood,5
Semoga manfaat dan berkah,5
"Woyyyy aplikasi eror mulu setiap melakukan transaksi pasti eror mulu setiap akir bulan, perbaiki lah",3
"MAU ORDER KENA CANCELL TROSS TANPA ALASAN YANG JELAS, BULAN INI SAYA SAMA SEKALI TIDAK MENERIMA PAKET KARENA DI CANCEL SEDANGKAN BULAN KEMARIN MASIH AMAN SAJA, CUSTOMER SERVICE NYA JUGA KURANGG",1
"Tokopedia sangat membantu, responsif, seller terpercaya..",5
"Saya kecewa gopay later ga bisa di pakai lagi, padahal saya suka tepat dalam pembayaran, tepat bayar belum pernah telat,kalah sama orenge sampai sekarang paylaternya masih dipakai,jauh perbedaannya,harus lihat aplikasi lain, paylater lancar jaya aja orange mah, ga ada aturan skor kredit segala, yang penting bayarnya lancar, aneh dengan toko ini mah",1
Penarikan dana padahal kesalahan dari sistem tapi prosesnya sangat lambat dan pihak Tokopedia care tidak merespond dengan baik pertanyaan dari saya,1
baik,5
"Semuanya sihh dahh bagus dan jadi andalan gw untuk berbelanja,namun kenapa gw kasih bintang 4?... karna masih ada kekurangan terutama di bagian NOTIF PAKET, nya yang masih kendala. Ketika paket gw sudah sampai di rumah,tapi NOTIFNYA tuh gak muncul,ALYAS 1jam kemudian baru muncul NOTIFnya,jadi jedanya tuh lama banget. Terus gw jugak pernah ngalamin kala itu gw sedang di luar kota,gw yang sedang sibuk nya tiba ada paket yang datang ke rumah,tapi NOTIF yg ada di tokped itu gak muncul!!!.",4
lebih mudah blnja dsni ya udh gtu dpet diskon terus,5
keren,5
Buruk skali toped ini tidak mendaftar akun reguler kok tiba tiba jadi reguler potongan nya edan ga ngotak 7% penjualan 5jt brasa banget 375rb potongan nya Mana akun affaliate di blok tanpa alesan yang jelas semakin buruk toko pedia Merugikan seller dipikir2,1
"Udah berlangganan plus, cuman menang bebas ongkir saja, untuk waktu pengiriman tidak diperhatikan, pengiriman same Day anter aja sangat tidak memuaskan udah 2 kali pake rusak. Yang terakhir makanan 😢.",1
good aja deh,5
"Tokopedia harga penjualannya banyak menipu, katanya diskon, contoh barang harga asli 1.000.000, di tampilkan di etalase 800.000, ketika pembeli meng klik beli, harga berubah menjadi 1.000.000 kembali, jika si pembeli tidak mencermati dengan benar perubahan harga itu,maka pembeli akan membayar harga barang dengan harga 1.000.000, ini sangat merugikan sekali, apa lagi ongkir di tokopedia mahal di banding dengan aplikasi lainya...",1
okeh,5
Sekarang tarif ongkir TOKPED kalah dengan Orange !,4
minta update trs. padahal udh d update. ada vicher giliran dipakai dibatalkan sistem UDAH RAAME AJA PELIT SKRG,1
Belanja gpang di Tokopedia Sangat gampang di pahami dan di gumakan,5
tlong jngan sring2 di batalkan sepihak dong pesenan custmer..udh brpa x Lo bda akun dbtalkan sepihak,3
Silahkan Di download aplikasi nya,5
Sebaik nya jika pembeli membatal kan barang yg di beli tdk dikirim kirim langsung bisa bukan menunggu persetujuan penjual jika penjual nya lagi tdk ada barang nya atau lagi libur sehingga pembeli hrs menunggu lama .pelapak yg jual ya jika di beli oleh pembeli ya langsunh dikirim .,5
"Sangat mudah di gunakan, lengkap dan transparan.",5
"Ini apa ya ""memuat shake shake"" ganggu sekali baru aja download nggak bisa diapa apain tolong dong dibenerin",2
merugikan,1
Kacau respon nya ga ada dari Tokopedia care,1
Aplikasi aneh dapat vocer emang gede tapi pas buat beli barang di batalkan sistem trus vocer hilang aplikasi tidak jelas.,1
"Padahal dulu sering belanja di toped, tapi ko tambah kesini sama kaya aplikasi sebelah, banyak toko yang menjual barang yang tidak sesuai deskripsi. Lama2 tak UNINSTALL juga nih aplikasi",2
"Terimakasih Tokopedia!!! Aplikasi ini sangat membantu saya untuk belanja barang yang saya inginkan. Tokopedia menawarkan kemudahan dalam berbelanja. Yang paling saya suka di Tokopedia adalah pembayaran nya bisa pakai Gopay, belanja jadi lebih mudah. Produk di Tokopedia juga beragam dan banyak pilihan sehingga lebih mudah untuk belanja barang yang dibutuhkan. Good Job Tokopedia!!!",5
Apalah udah update tadi pagi malemnya di suruh update lagi kan lolot,1
Kecewa biasanya bisa COD dan ada pilihannya lalu tidak bisa COD mengecewakan udah itu ongkir nya mahal pula,1
"Saya kasih bintang 3 atas pengembalian barang yang sangat lama dan membuang waktu, harus menunggu persetujuan toko penjual. Tidak seperti si ORANGE yang saya kasih bintang 5 karena pengembalian sangat mudah dan cepat",3
agak kecewa kadang setiap toko lupa cek paket kadang g lengkap,5
Apk tempat penipuan.,1
"Barang dibatalkan sistem, uang gak kembali :)",1
Tidak bisa cair,2
Tokopedia mantap,5
pertahankan kerahasiaan klien,5
Ubah nomor hp harus verifikasi data diri macam pinjol. Niat bener mau jual privasi orang.,1
mudah2n ini yg terbaik,5
Terimakasih,5
suka banget belanja di Tokopedia pake dana,5
loading lama,3
woy ini csnya gmn si udh bayar tapi statusnya menunggu pembayaran teros sistemnya gmn si kalah sama oren hadeh balikin deh duit gue sini!!!! jelek bgt pelayanannya,1
Mau belanja aja akun dibatasi,5
Diupdate malah gk bisa buka produk yg bisa di check out 😭,1
"halo ka,boleh bantu ga ya,tokped aku gangguan Mulu nii,gimna yaa, padahal bagus bagus loo :(",5
mudah dan murah administrasi pakai kode toped,5
sangat memuaskan,5
Bismillah semoga lancar dan amanah,5
"bagus!!, tpi masalahnya ga bisa bayar ditempat😔🥲",4
Goodd,5
Pokoknya memuaskan deh walaupun saat krisis tahun 2020 an.sempat tertipu 1 kali belanjaan bodong Terima kasih toko Pedia Sukses selalu ya,5
kenapa pesanan saya selalu d.batalin,4
Jelek sekrng tokopedia suka ngencel sendiri,1
mantab,5
"Aaah, Tokopedia ny selalu minta di update, jadi ram nya makin gede 😭😭😭😭",2
mantap,5
Selalu terpercaya.. mantap👍👍👍🥰,5
"Tokopedia bagus banget, pengirmanya slalu pas, gak pindah pindah, minusnya kalo agak jauh biasanya pengirimannya lamaa, tapi salut, karena Tokopedia bisa memberi diskon hampir 90%, walaupun kadang dibatalin dengan alasan alamat sudah dipakai,",4
"perbaiki dong secepatnya, lagi klaim kupon ""server error"" mana gabisa pake kupon gratis ongkir",1
Update terbaru gak bisa hapus chat penjual di Inbox. Semakin mundur aja bukan semakin maju. Benerin dong !!!!!,1
puas semoga lancar terus😊,5
Belanja mudah.. dapat harga promo dan sangat memuaskan,5
"Donlod Topek,belanja murah,banyak promo tiap hari,barang berkualitas, mantapp Topek,makin sukses 🙏🙏",5
Apk bagus banyak hal baru dan pengalaman baru,5
Sangat membantu,5
aplikasi top baik,5
Tolong diperbaiki sistem pembayarannya,1
good 👍 terima kasih.,5
"Mantap.. Jadi penjual atau pun pembeli semua lancar.. Transfer dana cepat banget TOP dah TOKOPEDIA Lanjutkan.. Hanya sekarang update malah eror, tidak ada lagi liat posisi pesanan, di ganti pesan di klik langsung meluar aplikasi sangat sayang sudah bagu bagus malah rusak eror",5
Tolong dong perbaiki lagi soal pengiriman nya super lambat kali,1
seruuu banyak diskon,4
Pakettt nya ga nyampe2 di komplen ga di respon,1
Bagus Si pelayanannya tapi harga Barang mahal mahal Pengiriman lama Cuma menang di pelayanan aplikasi Sama metode pembayaran aja lebih suka pake apk Orange maaf ya,2
bagus,5
Murah meriah,5
"Setelah update fiturnya makin ngaco. 1️⃣ Chat akun toko jadi gak ada. Bisa muncul klo ada yg ngechat, itupun klo klik dari notif. Klo sampe notifnya hilang bisa² gak tau chatnya kemana. 2️⃣ Fitur keaktifan online gak ada lagi, kita gak tau yg dituju kapan terakhir online. Jadi gak jelas tokonya masih aktif ato nggak. 3️⃣ Proses pesanan jadi ribet harus pake Tokped Seller. Ya tau sih ini soal bisnis. Tapi lebih simpel lagi kayak dulu satu aplikasi.",2
bagus sekali,5
bissmillah,5
bagus,5
Nice... good jobs👍👌🤝,5
Berbelanja di Tokopedia memang paling asik,5
jan py toh sng bnr sitik,4
"Interface ribet, mau chat cs susah banget sama slow respon.... parah, udah bayar tagihan paylater tapi di aplikasi masih di proses",1
Versi ini error. Banyak bug. Layout berubah tapi malah crash bnyak,1
Kalo beri solusi apalagi soal delay pengiriman tolong dibantu follow up ke ekspedisinya terutama jika status belum update lebih dari 2x24jam. Karena custimerpun ingin tau posisi pesanan nya sudah dimana.,1
"ongkirnya mahal bgt min tolong bgt ini maaa turunin, masa iya sampe 50rb ongkir doang😞😞",3
bagus pelayanan mantab,5
bagus,5
Sangat bagus,5
"dapet diskon besar,transaksi mudah🤩",5
Tolong lah..untuk live chatnya lebih diperbaiki kualitasnya dan lebih responsif..nunggu balasan aja lama bngt,3
"Setiap co klo ada promo diskon selalu di batalkan kalo memang tidak mampu memberikan diskon ya gk usah sok""an di tampilkan kupon diskonya, Membuat konsumen kecewa, udah berkali"" kayak gini",1
Tokped kenapa sering error akhir2 ini,3
"Kalo buka toko di Tokopedia seller lebih baik siapkan mental saja,potongan nya bisa lebih dari 90% dari harga barang ya,hati hati lebih baik pakai platform yang Laen tentu yang potongan nya lebih dikit ,pengalaman pribadi aja ini mah nilai harga barang Rp450.000 ribu kena potongan reguler toko Rp 320.000 , 90% dari harga barang dong.. cuma dapat Rp 97.000 ribu... Wow kan",5
"Ini saldo refund kegagalan order produk saya tidak di kembalikan ke bank langsung kenpa malah di saldo tokohpedia, di tarik harus upgrade ke plus dulu gopayny.. mesti x lah Upgade gk upgrade kan itu urusan pripadi penggunan.. itu nyangkut gk bisa di tarik, di masukan bank Gk bisa di tarik ke bank ini katany",1
Ga akan lagi belanja yg nominalnya jutaan di apl ini. Barang tdk sesuai IMEI tdk terdaftar trus di komplen agar bisa pengembalian dana tp prosesnya lama. Harus nya uang itu berguna untuk hal lain. Malah dsuruh nunggu terus padahal barang sudah di Terima kembali oleh pihak tokonya. KACAUUU LAHH,1
"Saya lebih suka belanja di shopee sama lazada karna pembayaran Nya bisa melalui COD ,,mau belanja di tokopedia aku cek2 Ternyata Ga bisa bayar di tempat",1
"Harga nya kenapa ga sesuai dgn yg tertera,mau checkout lgsung berubah harganya",1
Koq ❌ login,1
Jelek apk ny bug mulu,1
PELIT GRATIS ONGKIR !!!!!,1
banyak diskon. suka,5
Tidak memuaskan,1
Ayo tokped bakar duitmu untuk kalahkan si oren!!,1
Suka membatalkan sepihak padahal udah bayar tiba2 d batalkan sm sistemya👎👎👎👎,1
"Seru sih belanja disini,cuma minus nya jasa krim nya gitu lho,super lambat,,,apalagi kurir rekomendasi,,,kebalikan nya jdi GK rekomendasi,,,lebih ditingkatkan lagi terkait jasa krim yg begitu membagongkan",3
knp gk bisa cod? eror kah?,3
Tolong donx..tokopedia bikin mb nya yg kecil 29mb byar saya masuk order..enak ngk lemot,4
"Membantu dan melindungi hak konsumen, mantap",5
Banyak penipuan nya cs nya tidak membantu karena bukan Chat live seperti cs pada umumnya dan tidak bisa menyelesaikan masalah saya,1
Wey Dev tolong lah benerin tuh bug filter COD gak akurat sama bug saat menautkan akun dana gak bisa di aktifkan Mulu,3
Mantap,5
Mantap,5
dapat voucher banyak anjay,5
ribet banget sie hrs pake kode verifikasi setiap pembayaran,5
"Terima kasih, TOKPED",5
"Promo ghoib kek gojek wkwk, tolol",1
good,5
"ini kalau ada bintang 100000000000000000000000 gw kasih deh, aplikasi paling top bgt deh Tokopedia, pertahanin yah biar usernya makin banyak",5
proses mulu,1
oke,5
selalu bisa diandalkan.,5
"Kenapa Playlater kami tdk bisa dipakai pembayaran selalau tepat waktu, sebelum tgl jatuh tempo sudah dibayar, pas mau dipakai tdk bisa",1
SEJAK DI CAPLOK TOKTOK NIH APK MAKIN GAK JELAS.SERING ERROR KUPON FREEONGKIR GAK MUNCUL.APK MAKIN BERAT.EKPEDISI YG DI GUNAKAN MAKIN BURUK .APK GAK SESIMPLE DAN CANTIK SEPERTI SAAT SEBELUM DI CAPLOK TOK TOK.,1
Toko pedia kalah mah sama shopee... Shopee balanja brapapun banyak gratis ongkirnya.. Lah toped..??,1
Tidak jelas pesanan saya di batalkan abis ngbug pokonya dh mls lah pake tokped klo kya gini mulu,1
ssngat cocok,5
"Pesan tidak bisa dibuka,jika buka pesan chat aplikasi langsung ketutup sendiri",3
kenapa tokped saya udah 2 mingguan ini eror terus dn Ndak Isa di buka tolong secepatnya di perbaiki,2
Ok,5
Aplikasi Tokopedia bagus buat belanja online tapi saran saya tambah metode pengiriman selain j&t karena tempat kami agak jauh dari j&t,5
baru gabung,5
Keren,5
mantab,5
"niat ngasih promo ga si, masa saya mau pesen barang tiba tiba promo nya ilang.",1
knp skrg chatnya gak bisa dihapus?,4
Bagaimana cara menampilkan fitur chat pembeli diakun tokped? Karena fitur chat ke pembeli tiba-tiba hilang setelah update,5
sangat sangat baik aplikasi ini memudahkan saya untuk berbelanja,5
"Aku kasih 2 bintang dulu Soalnya 3x dapet diskon potongan hoax terus,di batalin oleh sistem aja yang akhirnya diskon nya Angus,barang gak dapet,Kena PHP terus sama tokped nih...",2
Terbantu,5
Kelemahan Tokopedia adalah ongkirnya yg udah gak masuk akal untuk ke luar pulau. Ongkirnya sengaja di jadikan 2x lipat dari yg semestinya. Mending ke toko orens ongkirnya jauh lebih masuk akal. Toped sih memang utk pasar di pulau Jawa saja.,1
Baru kali ini dibatalkan otomatis...emang sih kapan hari aplikasi terhapus terus buat lagi sama...mingkin itu jadi masalah...😥...ya...hapus lagi aja...walau awal sudah cocok....thank tokopedia...kapan2 instal lagi kalau dibutuhkan🙏👍,5
Masya Allah,4
bagus,5
wow,5
sangat puas,5
"Gopay later ga pernah di apro e , tapi ditawari terus . 🙄",1
pilihan COD'nya dikit..ga kek oren banyak cod,3
